,سعر,شركة,موديل,سنة,لون السيارة,نوع الوقود,أصل السيارة,رخصة السيارة,نوع الجير,الزجاج,قوة الماتور,عداد السيارة,عدد الركاب,وسيلة الدفع,معروضة,أصحاب سابقون,مسجل,CD,مُكيّف,إغلاق مركزي,وسادة هوائية,جنطات مغنيسيوم,جهاز إنذار,فرش جلد,فتحة سقف
126,135000,هونداي,سانتافيه,2014,أبيض عاجي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,87000.0,5,نقدا فقط ,للبيع أو التبديل ,1,1,1,1,1,1,1,1,1,1
127,175000,مرسيدس,C250,2015,فيراني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2500,30000.0,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,1,1,1
128,28000,بيجو,206,2007,فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,160000.0,5,نقدا فقط ,للبيع فقط ,4,1,1,1,1,1,0,0,0,0
129,39000,شفروليه,اوبترا,2011,أزرق سماوي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,110000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,2,1,1,1,1,1,0,1,0,0
130,45000,فورد,كونيكت,2005,أبيض عاجي ,ديزل ,تجاري ,فلسطينية ,عادي ,الكتروني ,1850,22000.0,5,نقدا فقط ,للبيع فقط ,2,1,1,1,1,1,0,1,0,0
131,72500,فولكسفاجن,باسات,2007,بني ,ديزل ,خصوصي ,فلسطينية ,نصف اوتوماتيك ,الكتروني ,2000,,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,1,1,0
132,35000,هونداي,فيرنا,2002,ذهبي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1500,350000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,2,1,1,1,1,1,1,1,0,0
133,120000,سكودا,اوكتافيا,2014,أزرق ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,,5,إمكانية التقسيط ,للبيع فقط ,1,1,1,1,1,1,1,1,1,1
134,58000,هونداي,اكسنت,2013,سكني ,بنزين ,خصوصي ,فلسطينية ,نصف اوتوماتيك ,الكتروني ,1400,75000.0,5,نقدا فقط ,للبيع فقط ,0,1,0,1,0,0,0,0,0,0
135,26000,اوبل,استرا,1997,أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,,5,نقدا فقط ,للبيع فقط ,0,1,1,1,0,0,0,0,0,0
136,60000,ايسوزو,,2003,أبيض ,ديزل ,تجاري ,فلسطينية ,عادي ,الكتروني ,4800,700000.0,3,نقدا فقط ,للبيع فقط ,2,1,1,1,1,1,0,1,1,0
137,89000,هونداي,توسان,2015,أبيض عاجي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,55000.0,6,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,1,1,0
138,37000,سكودا,اوكتافيا,2001,فضي ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1900,400000.0,5,نقدا فقط ,للبيع أو التبديل ,3,1,1,1,1,1,1,1,1,1
139,30000,دايو,2000,2000,زيتي ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1600,,6,إمكانية التقسيط ,للبيع أو التبديل ,6,1,1,1,0,1,1,0,0,0
140,44000,تويوتا,كورولا,1998,بنفسجي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,,5,إمكانية التقسيط ,للبيع فقط ,0,1,1,1,1,1,1,0,1,0
141,143000,هونداي,سانتافيه,2014,بترولي ,ديزل ,خصوصي ,فلسطينية ,نصف اوتوماتيك ,الكتروني ,2000,35000.0,7,إمكانية التقسيط ,للبيع فقط ,1,1,1,1,1,1,1,1,1,1
142,73000,سيت,ليون,2015,بني ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1200,,5,إمكانية التقسيط ,للبيع فقط ,0,1,1,1,1,1,1,1,0,1
143,145000,هونداي,سانتافيه,2013,سكني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2200,380000.0,7,إمكانية التقسيط ,للبيع أو التبديل ,1,1,1,1,1,1,1,1,1,0
144,70000,فولكسفاجن,جولف,2007,فيراني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,210000.0,5,إمكانية التقسيط ,للبيع فقط ,2,1,1,1,1,1,1,0,0,0
145,33000,اوبل,كورسا,2003,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,يدوي ,1400,167000.0,1,نقدا فقط ,للبيع فقط ,4,0,0,0,0,0,1,0,0,0
146,46499,هونداي,فيرنا,2009,فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,140000.0,6,نقدا فقط ,للبيع فقط ,5,1,1,1,1,1,1,1,0,1
147,62000,بيجو,بارتنر,2011,أبيض ,ديزل ,تجاري ,فلسطينية ,عادي ,الكتروني ,1600,75000.0,5,إمكانية التقسيط ,للبيع فقط ,2,1,1,1,1,1,0,0,1,0
148,56000,هونداي,i20,2013,أزرق ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400,160000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,1,1,1,1,1,1,0,1,0,0
149,23000,فولكسفاجن,باسات,1996,أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1900,123456789.0,5,إمكانية التقسيط ,للبيع أو التبديل ,4,1,1,1,1,1,0,1,1,0
150,70000,سيت,ليون,2014,أزرق ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1200,60000.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,1,0,0,0
151,24000,سوبارو,عريض,1986,أبيض ,بنزين ,عمومي ,فلسطينية ,عادي ,يدوي ,1600,111111.0,5,نقدا فقط ,للبيع فقط ,7,1,1,1,1,0,1,1,0,0
152,27500,تويوتا,كورولا,1993,زيتي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,0.0,5,نقدا فقط ,للبيع أو التبديل ,0,1,1,1,0,1,1,0,1,0
153,66000,هونداي,اكسنت,2014,فضي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,94000.0,5,نقدا فقط ,للبيع فقط ,2,1,0,1,1,1,1,1,1,1
154,48000,هونداي,فيرنا,2008,سكني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,90000.0,5,نقدا فقط ,للبيع فقط ,2,1,1,1,1,1,1,1,1,0
155,108000,هونداي,توسان,2015,أبيض عاجي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,20000.0,6,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,1,1,1
156,64000,هونداي,اكسنت,2013,ذهبي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,80000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,2,1,1,1,1,1,1,0,1,0
157,550000,فيات,دوبلو,2009,بني ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1900,200000.0,7,إمكانية التقسيط ,للبيع أو التبديل ,0,1,1,1,1,1,1,1,0,0
158,6000,سوبارو,نملة,1983,أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1300,,5,نقدا فقط ,للبيع أو التبديل ,0,0,0,0,0,0,0,0,0,0
159,68000,اوبل,كورسا,2013,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,50000.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,0,1,0,0
160,8000,سيت,ابيزا,1988,أحمر ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1500,,5,إمكانية التقسيط ,للبيع فقط ,1,0,0,1,0,0,1,0,0,0
161,65000,بيجو,بارتنر,2008,سكني ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,,5,نقدا فقط ,للبيع فقط ,2,1,1,1,0,1,0,1,1,1
162,52000,فولكسفاجن,جولف,2003,أزرق ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,,5,إمكانية التقسيط ,للبيع أو التبديل ,0,1,1,1,1,1,1,1,1,0
163,53000,سيت,ابيزا,2010,أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400,140000.0,5,إمكانية التقسيط ,للبيع فقط ,2,1,1,1,1,1,1,1,1,1
164,92000,بي,ام,2007,أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,,5,نقدا فقط ,للبيع فقط ,2,1,1,1,1,1,1,0,0,1
165,155000,فولكسفاجن,GTI,2015,أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,200,46000.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,1,1,1,1
166,90000,هونداي,توسان,2013,فضي ,ديزل ,خصوصي ,فلسطينية ,نصف اوتوماتيك ,الكتروني ,2000,82000.0,5,نقدا فقط ,للبيع فقط ,2,1,1,1,1,1,1,1,1,0
167,38000,هونداي,اكسنت,2006,أزرق سماوي ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1400,,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,0,0,0
168,8000,تويوتا,تيندرا,1996,كحلي ,ديزل ,خصوصي ,نمرة صفراء ,عادي ,الكتروني ,2500,0.0,5,نقدا فقط ,للبيع فقط ,1,0,0,0,0,0,0,0,0,0
169,85000,هونداي,ix35,2014,فيراني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,38000.0,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,0,0,1
170,70000,اوبل,كورسا,2014,فيراني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,51000.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,1,1,0,1
171,112000,سكودا,اوكتافيا,2014,أسود ميتالك ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,120000.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,1,1,1,0
172,50000,ايسوزو,تروبر,1998,أحمر ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,3100,280000.0,7,نقدا فقط ,للبيع فقط ,3,1,1,1,1,1,1,1,0,0
173,15000,مرسيدس,200,1978,ذهبي ,بنزين ,عمومي ,فلسطينية ,اوتوماتيك ,يدوي ,2000,,5,إمكانية التقسيط ,للبيع أو التبديل ,0,1,1,0,0,0,1,0,0,0
174,68000,فولكسفاجن,كادي,2010,أسود ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,,7,نقدا فقط ,للبيع فقط ,2,1,1,1,1,1,0,0,1,1
175,67000,فولكسفاجن,GTI,2008,أزرق سماوي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1800,115000.0,5,نقدا فقط ,للبيع أو التبديل ,1,1,1,1,1,1,1,1,1,0
176,25000,فولكسفاجن,بولو,1997,أخضر ,بنزين ,تأجير ,فلسطينية ,عادي ,الكتروني ,1600,,5,إمكانية التقسيط ,للبيع فقط ,0,1,1,0,1,1,1,1,0,1
177,100000,بي,ام,2005,أزرق ,بنزين ,خصوصي ,فلسطينية ,نصف اوتوماتيك ,الكتروني ,2300,300000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,3,1,1,1,1,1,1,0,1,1
178,118000,كيا,سبورتاج,2014,رمادي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,41000.0,5,نقدا فقط ,للبيع أو التبديل ,1,1,1,1,1,1,1,1,1,1
179,43000,كيا,ريو,2010,أبيض عاجي ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1500,,5,إمكانية التقسيط ,للبيع أو التبديل ,0,1,1,1,1,1,1,1,1,0
180,95000,فولكسفاجن,كادي,2014,أبيض ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,120000.0,7,إمكانية التقسيط ,للبيع أو التبديل ,2,1,1,1,1,1,1,1,1,0
181,24000,اوبل,استرا,1995,أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400,0.0,5,نقدا فقط ,للبيع فقط ,3,1,1,1,1,1,0,1,1,0
182,86000,سكودا,رابيد,2014,سكني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,60000.0,5,نقدا فقط ,للتبديل فقط ,0,1,1,1,1,1,1,1,0,0
183,18500,فولكسفاجن,جولف,2006,فضي ,بنزين ,خصوصي ,نمرة صفراء ,اوتوماتيك ,الكتروني ,2000,196000.0,5,نقدا فقط ,للبيع فقط ,2,1,1,1,1,1,1,1,0,0
184,60000,ستروين,C-Elysee,2015,أزرق ,بنزين ,خصوصي ,فلسطينية ,نصف اوتوماتيك ,الكتروني ,1200,20000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,1,1,1,1,1,1,0,1,0,0
185,37000,هونداي,اكسنت,2008,رصاصي ,بنزين ,تأجير ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,0,1,0,0
186,68000,هونداي,اكسنت,2015,فيراني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,43000.0,5,نقدا فقط ,للبيع أو التبديل ,0,1,1,1,1,1,0,1,0,0
187,260000,مرسيدس,S350Long,2006,ذهبي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,3500,274000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,6,1,1,1,1,1,1,1,1,1
188,58000,هونداي,i30,2009,أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,120000.0,5,نقدا فقط ,للبيع فقط ,2,1,1,1,1,1,1,1,1,1
189,48000,اوبل,كورسا,2013,فيراني ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400,,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,0,0,0
190,7000,مرسيدس,614,1996,أبيض ,ديزل ,خصوصي ,نمرة صفراء ,عادي ,يدوي ,3000,2000.0,22,نقدا فقط ,للبيع فقط ,1,0,0,1,1,0,0,1,0,0
191,14000,فولكسفاجن,بيتل,1974,بيج ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1300,0.0,5,إمكانية التقسيط ,للبيع أو التبديل ,4,0,0,0,0,0,1,0,1,0
192,100000,فولكسفاجن,باسات,2011,أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1800,136000.0,5,نقدا فقط ,للبيع أو التبديل ,2,1,1,1,1,1,1,1,1,0
193,61000,هوندا,سيفيك,2008,أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1800,116000.0,5,نقدا فقط ,للبيع فقط ,2,1,1,1,1,1,1,1,1,1
194,7000,دراجة,نارية,2013,أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,125,13700.0,2,إمكانية التقسيط ,للبيع أو التبديل ,2,0,0,0,0,0,0,0,0,0
195,42000,رينو,كليو,2011,أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1150,132000.0,5,نقدا فقط ,للبيع أو التبديل ,3,1,1,1,1,1,0,0,0,0
196,54000,اوبل,كورسا,2013,فيراني ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400,54000.0,5,إمكانية التقسيط ,للبيع فقط ,2,0,0,0,0,0,0,0,0,0
197,69000,اوبل,كورسا,2016,أسود ميتالك ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,40000.0,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,1,0,0
198,60000,فولكسفاجن,باسات,2006,فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,1,1,1
199,112000,فولكسفاجن,جولف,2016,فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,78000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,0,1,1,1,1,1,1,1,0,1
200,44000,هونداي,كليك,2008,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,72000.0,5,نقدا فقط ,للبيع فقط ,2,1,1,1,1,1,0,1,0,1
201,130000,ميتسوبيشي,باجيرو,2007,أسود ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,3200,120000.0,7,إمكانية التقسيط ,للبيع أو التبديل ,1,1,1,1,1,1,1,1,1,1
202,59000,اوبل,كورسا,2014,أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400,,5,نقدا فقط ,للبيع أو التبديل ,0,1,1,1,1,1,1,0,0,0
203,80000,سكودا,اوكتافيا,2012,رصاصي ,ديزل ,خصوصي ,فلسطينية ,نصف اوتوماتيك ,الكتروني ,1600,160000.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,1,0,0,0
204,35000,سكودا,فابيا,2003,أبيض ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1900,,5,نقدا فقط ,للبيع فقط ,0,0,0,0,1,0,1,0,0,0
205,19000,هونداي,الانترا,1999,سكني ,بنزين ,عمومي ,فلسطينية ,عادي ,الكتروني ,1600,12345.0,5,نقدا فقط ,للبيع فقط ,3,1,1,1,1,0,0,0,0,0
206,56500,هونداي,اكسنت,2011,جيشي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,133000.0,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,1,0,0
207,46000,كيا,برايد,2008,فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,157000.0,5,نقدا فقط ,للبيع فقط ,1,1,1,1,1,1,1,1,1,0
208,85000,هونداي,اكسنت,2014,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,47000.0,5,إمكانية التقسيط ,للبيع فقط ,1,1,1,1,1,1,1,1,1,0
209,45000,هونداي,اكسنت,2009,ذهبي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400,71000.0,5,نقدا فقط ,للبيع فقط ,2,1,1,1,1,1,0,1,0,0
210,37000,اوبل,كورسا,2009,رمادي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400,130000.0,5,نقدا فقط ,للبيع أو التبديل ,3,1,1,1,1,1,1,1,0,0
211,120000,سكودا,سوبيرب,2013,أبيض عاجي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,132000.0,5,نقدا فقط ,للبيع فقط ,3,1,1,1,1,1,1,1,1,0
212,45000,هونداي,افانتي,2005,سكني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,0.0,5,إمكانية التقسيط ,للبيع فقط ,3,1,1,1,1,1,1,1,1,1
213,130000,بي,ام,2007,كحلي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,4000,180000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,2,1,1,1,1,1,1,1,1,1
214,74500,سكودا,فابيا,2016,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1200,47000.0,5,نقدا فقط ,للبيع فقط ,0,0,0,1,1,0,1,1,0,0
215,30000,بي,ام,1989,أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,999855.0,5,إمكانية التقسيط ,للبيع أو التبديل ,0,1,1,1,1,1,1,1,1,1
216,3500,بيجو,205,1998,أحمر ,بنزين ,خصوصي ,نمرة صفراء ,عادي ,الكتروني ,1400,,5,نقدا فقط ,للبيع فقط ,2,1,1,0,0,0,1,0,1,0
217,52000,سكودا,اوكتافيا,2006,رمادي ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1900,,5,نقدا فقط ,للبيع فقط ,0,1,1,1,1,1,1,0,1,1
218,55000,مرسيدس,S320,1992,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,3200,,5,إمكانية التقسيط ,للبيع فقط ,0,1,1,1,1,1,1,1,1,1
219,105000,هونداي,ix35,2013,أسود ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,52000.0,6,نقدا فقط ,للبيع فقط ,2,1,1,1,1,1,1,1,1,1
220,64000,سكودا,اوكتافيا,2009,أبيض ,ديزل ,عمومي ,فلسطينية ,اوتوماتيك ,الكتروني ,1900,5000.0,5,نقدا فقط ,للبيع فقط ,3,1,1,1,1,1,1,1,0,0
221,65000,مرسيدس,E300,1999,أبيض ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,300,150000.0,5,نقدا فقط ,للبيع فقط ,2,1,1,1,1,1,1,1,1,0
